Month of Order Date	Category	Country/Region	State	Sales	City	Customer ID	Customer Name	Number of Records	Order Date	Order ID	Postal Code	Product ID	Product Name	Profit	Quantity	Quantity (bin)	Region	Row ID	Sales Agent ID	Ship Date	Ship Mode	Sub-Category
August 2016	Furniture	United States	California	$289.24	Los Angeles	DW-13195	David Wiener	1	8/19/2016	CA-133158-2016_08_19	90045	FUR-FU-10000723	Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting	$87	7	6	West	7003	4	8/21/2016	Second Class	Furnishings
July 2016	Furniture	United States	California	$77.92	San Francisco	KL-16645	Ken Lonsdale	1	7/25/2016	CA-143917-2016_07_25	94122	FUR-FU-10004351	Staple-based wall hangings	$23	8	8	West	2507	4	7/27/2016	Second Class	Furnishings
September 2016	Furniture	United States	Washington	$2,348.82	Seattle	PP-18955	Paul Prost	1	9/29/2016	CA-126683-2016_09_29	98115	FUR-TA-10002958	Bevis Oval Conference Table, Walnut	$705	9	8	West	5627	46	10/1/2016	Second Class	Tables
March 2016	Furniture	United States	California	$1,198.33	San Francisco	EK-13795	Eileen Kiefer	1	3/18/2016	CA-111871-2016_03_18	94110	FUR-BO-10004218	Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order	$359	10	10	West	6152	4	3/21/2016	Second Class	Bookcases
December 2016	Furniture	United States	California	$3,610.85	Fresno	NP-18700	Nora Preis	1	12/12/2016	CA-168494-2016_12_12	93727	FUR-TA-10003473	Bretford Rectangular Conference Table Tops	$1,083	12	12	West	1247	4	12/14/2016	Second Class	Tables
November 2016	Furniture	United States	Texas	$67.99	Houston	DB-12970	Darren Budd	1	11/12/2016	US-159618-2016_11_12	77036	FUR-BO-10004467	Bestar Classic Bookcase	$20	1	0	Central	5555	42	11/16/2016	Standard Class	Bookcases
April 2016	Furniture	United States	Michigan	$5.47	Detroit	MS-17710	Maurice Satty	1	4/4/2016	CA-133228-2016_04_04	48205	FUR-FU-10004020	Advantus Panel Wall Acrylic Frame	$2	1	0	Central	3955	21	4/9/2016	Standard Class	Furnishings
September 2016	Furniture	United States	Texas	$300.53	Houston	MT-18070	Michelle Tran	1	9/25/2016	US-112914-2016_09_25	77041	FUR-BO-10003272	O'Sullivan Living Dimensions 5-Shelf Bookcases	$90	2	2	Central	2826	42	9/30/2016	Standard Class	Bookcases
May 2016	Furniture	United States	Illinois	$359.77	Chicago	MM-18055	Michelle Moray	1	5/26/2016	CA-144029-2016_05_26	60623	FUR-CH-10003981	Global Commerce Series Low-Back Swivel/Tilt Chairs	$108	2	2	Central	6741	12	5/31/2016	Standard Class	Chairs
November 2016	Furniture	United States	Illinois	$37.30	Decatur	AB-10165	Alan Barnes	1	11/16/2016	US-139500-2016_11_16	62521	FUR-CH-10002017	SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair	$11	2	2	Central	5304	12	11/20/2016	Standard Class	Chairs
September 2016	Furniture	United States	Oklahoma	$161.96	Tulsa	RB-19465	Rick Bensley	1	9/7/2016	CA-117765-2016_09_07	74133	FUR-CH-10004698	Padded Folding Chairs, Black, 4/Carton	$49	2	2	Central	5981	35	9/13/2016	Standard Class	Chairs
July 2016	Furniture	United States	Texas	$981.37	Dallas	KM-16375	Katherine Murray	1	7/20/2016	CA-143903-2016_07_20	75217	FUR-CH-10002024	HON 5400 Series Task Chairs for Big and Tall	$294	2	2	Central	3078	42	7/24/2016	Standard Class	Chairs
May 2016	Furniture	United States	Illinois	$29.32	Chicago	JL-15235	Janet Lee	1	5/25/2016	US-130379-2016_05_25	60623	FUR-FU-10002553	Electrix Incandescent Magnifying Lamp, Black	$9	2	2	Central	1820	12	5/29/2016	Standard Class	Furnishings
December 2016	Furniture	United States	Illinois	$8.54	Chicago	SP-20860	Sung Pak	1	12/15/2016	CA-119466-2016_12_15	60623	FUR-FU-10001546	Dana Swing-Arm Lamps	$3	2	2	Central	7007	12	12/21/2016	Standard Class	Furnishings
November 2016	Furniture	United States	Illinois	$10.98	Chicago	BH-11710	Brosina Hoffman	1	11/11/2016	US-140914-2016_11_11	60653	FUR-FU-10000175	DAX Wood Document Frame.	$3	2	2	Central	9748	12	11/15/2016	Standard Class	Furnishings
September 2016	Furniture	United States	Kansas	$40.56	Olathe	TA-21385	Tom Ashbrook	1	9/12/2016	US-119081-2016_09_12	66062	FUR-FU-10003464	"Seth Thomas 8 1/2"" Cubicle Clock"	$12	2	2	Central	5452	15	9/19/2016	Standard Class	Furnishings
December 2016	Furniture	United States	Texas	$56.57	Huntsville	EJ-13720	Ed Jacobs	1	12/16/2016	CA-108273-2016_12_16	77340	FUR-FU-10002116	Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats	$17	2	2	Central	4714	42	12/21/2016	Standard Class	Furnishings
November 2016	Furniture	United States	Texas	$6.37	Mesquite	SS-20140	Saphhira Shifley	1	11/23/2016	CA-120544-2016_11_23	75150	FUR-FU-10001940	Staple-based wall hangings	$2	2	2	Central	3708	42	11/27/2016	Standard Class	Furnishings
August 2016	Furniture	United States	Texas	$489.23	Texas City	GZ-14470	Gary Zandusky	1	8/5/2016	CA-124723-2016_08_05	77590	FUR-TA-10001307	SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black	$147	2	2	Central	8894	42	8/12/2016	Standard Class	Tables
June 2016	Furniture	United States	Michigan	$212.94	Detroit	SR-20425	Sharelle Roach	1	6/14/2016	CA-140487-2016_06_14	48234	FUR-BO-10000711	Hon Metal Bookcases, Gray	$64	3	2	Central	5221	21	6/20/2016	Standard Class	Bookcases
November 2016	Furniture	United States	Michigan	$563.94	Midland	SC-20020	Sam Craven	1	11/10/2016	CA-121006-2016_11_10	48640	FUR-CH-10004997	Hon Every-Day Series Multi-Task Chairs	$169	3	2	Central	5168	21	11/16/2016	Standard Class	Chairs
April 2016	Furniture	United States	Texas	$317.06	Houston	KM-16720	Kunst Miller	1	4/18/2016	CA-100678-2016_04_18	77095	FUR-CH-10002602	DMI Arturo Collection Mission-style Design Wood Chair	$95	3	2	Central	6570	42	4/22/2016	Standard Class	Chairs
July 2016	Furniture	United States	Texas	$512.36	League City	PV-18985	Paul Van Hugh	1	7/12/2016	CA-161508-2016_07_12	77573	FUR-CH-10002126	Hon Deluxe Fabric Upholstered Stacking Chairs	$154	3	2	Central	8314	42	7/16/2016	Standard Class	Chairs
November 2016	Furniture	United States	Wisconsin	$392.94	Franklin	MK-17905	Michael Kennedy	1	11/18/2016	CA-161032-2016_11_18	53132	FUR-CH-10001482	Office Star - Mesh Screen back chair with Vinyl seat	$118	3	2	Central	9285	48	11/23/2016	Standard Class	Chairs
December 2016	Furniture	United States	Illinois	$10.78	Chicago	BK-11260	Berenike Kampe	1	12/6/2016	US-140452-2016_12_06	60610	FUR-FU-10002088	Nu-Dell Float Frame 11 x 14 1/2	$3	3	2	Central	5097	12	12/10/2016	Standard Class	Furnishings
December 2016	Furniture	United States	Illinois	$38.98	Chicago	ZC-21910	Zuschuss Carroll	1	12/29/2016	CA-126802-2016_12_29	60610	FUR-FU-10000193	Tenex Chairmats For Use with Hard Floors	$12	3	2	Central	5678	12	1/5/2017	Standard Class	Furnishings
December 2016	Furniture	United States	Illinois	$94.43	Chicago	EB-13840	Ellis Ballard	1	12/13/2016	US-102631-2016_12_13	60623	FUR-FU-10003930	Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock	$28	3	2	Central	4226	12	12/17/2016	Standard Class	Furnishings
December 2016	Furniture	United States	Illinois	$8.74	Saint Charles	MG-17890	Michael Granlund	1	12/29/2016	CA-118276-2016_12_29	60174	FUR-FU-10002111	Master Caster Door Stop, Large Brown	$3	3	2	Central	7204	12	1/2/2017	Standard Class	Furnishings
January 2016	Furniture	United States	Michigan	$272.94	Westland	XP-21865	Xylona Preis	1	1/20/2016	CA-167927-2016_01_20	48185	FUR-FU-10002918	Eldon ClusterMat Chair Mat with Cordless Antistatic Protection	$82	3	2	Central	6328	21	1/26/2016	Standard Class	Furnishings
January 2016	Furniture	United States	Michigan	$14.73	Westland	XP-21865	Xylona Preis	1	1/20/2016	CA-167927-2016_01_20	48185	FUR-FU-10002268	Ultra Door Push Plate	$4	3	2	Central	6333	21	1/26/2016	Standard Class	Furnishings
November 2016	Furniture	United States	Texas	$6.10	Arlington	MC-17590	Matt Collister	1	11/25/2016	CA-127446-2016_11_25	76017	FUR-FU-10000221	Master Caster Door Stop, Brown	$2	3	2	Central	2613	42	11/30/2016	Standard Class	Furnishings
November 2016	Furniture	United States	Texas	$25.13	Carrollton	DP-13000	Darren Powers	1	11/12/2016	CA-122609-2016_11_12	75007	FUR-FU-10004587	GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack	$8	3	2	Central	9904	42	11/18/2016	Standard Class	Furnishings
October 2016	Furniture	United States	Texas	$31.78	Dallas	RD-19930	Russell D'Ascenzo	1	10/3/2016	CA-120775-2016_10_03	75217	FUR-FU-10000758	DAX Natural Wood-Tone Poster Frame	$10	3	2	Central	8219	42	10/7/2016	Standard Class	Furnishings
January 2016	Furniture	United States	Texas	$76.73	Huntsville	VS-21820	Vivek Sundaresam	1	1/7/2016	CA-105417-2016_01_07	77340	FUR-FU-10004864	"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock"	$23	3	2	Central	7661	42	1/12/2016	Standard Class	Furnishings
July 2016	Furniture	United States	Texas	$17.50	San Antonio	LF-17185	Luke Foster	1	7/26/2016	CA-169019-2016_07_26	78207	FUR-FU-10004666	DAX Clear Channel Poster Frame	$5	3	2	Central	9776	42	7/30/2016	Standard Class	Furnishings
May 2016	Furniture	United States	Illinois	$355.45	Buffalo Grove	SS-20410	Shahid Shariari	1	5/30/2016	CA-145800-2016_05_30	60089	FUR-TA-10001539	Chromcraft Rectangular Conference Tables	$107	3	2	Central	5751	12	6/5/2016	Standard Class	Tables
March 2016	Furniture	United States	Texas	$376.51	Houston	GW-14605	Giulietta Weimer	1	3/1/2016	CA-168312-2016_03_01	77036	FUR-TA-10001866	Bevis Round Conference Room Tables and Bases	$113	3	2	Central	8311	42	3/7/2016	Standard Class	Tables
March 2016	Furniture	United States	Texas	$890.84	Plano	MG-18145	Mike Gockenbach	1	3/29/2016	CA-137274-2016_03_29	75023	FUR-TA-10001889	Bush Advantage Collection Racetrack Conference Table	$267	3	2	Central	7306	42	4/2/2016	Standard Class	Tables
June 2016	Furniture	United States	Texas	$193.07	Plano	SC-20020	Sam Craven	1	6/20/2016	CA-166863-2016_06_20	75023	FUR-BO-10001608	Hon Metal Bookcases, Black	$58	4	4	Central	3508	42	6/24/2016	Standard Class	Bookcases
November 2016	Furniture	United States	Illinois	$797.94	Chicago	BH-11710	Brosina Hoffman	1	11/11/2016	US-140914-2016_11_11	60653	FUR-CH-10003379	Global Commerce Series High-Back Swivel/Tilt Chairs	$239	4	4	Central	9749	12	11/15/2016	Standard Class	Chairs
November 2016	Furniture	United States	Texas	$683.14	Houston	SC-20725	Steven Cartwright	1	11/7/2016	CA-159310-2016_11_07	77070	FUR-CH-10002758	Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back	$205	4	4	Central	4781	42	11/12/2016	Standard Class	Chairs
February 2016	Furniture	United States	Indiana	$20.32	Richmond	LC-16930	Linda Cazamias	1	2/20/2016	CA-109491-2016_02_20	47374	FUR-FU-10000221	Master Caster Door Stop, Brown	$6	4	4	Central	4522	13	2/26/2016	Standard Class	Furnishings
March 2016	Furniture	United States	Iowa	$1,184.72	Des Moines	CV-12295	Christina VanderZanden	1	3/28/2016	US-137869-2016_03_28	50315	FUR-TA-10003954	Hon 94000 Series Round Tables	$355	4	4	Central	7841	14	4/2/2016	Standard Class	Tables
November 2016	Furniture	United States	Minnesota	$479.90	Moorhead	MP-17470	Mark Packer	1	11/17/2016	CA-145926-2016_11_17	56560	FUR-CH-10004289	Global Super Steno Chair	$144	5	4	Central	2093	22	11/21/2016	Standard Class	Chairs
July 2016	Furniture	United States	Texas	$657.93	Dallas	HM-14860	Harry Marie	1	7/21/2016	CA-129189-2016_07_21	75217	FUR-CH-10004997	Hon Every-Day Series Multi-Task Chairs	$197	5	4	Central	8024	42	7/25/2016	Standard Class	Chairs
September 2016	Furniture	United States	Texas	$966.70	Houston	KT-16465	Kean Takahito	1	9/8/2016	CA-146283-2016_09_08	77036	FUR-CH-10004287	SAFCO Arco Folding Chair	$290	5	4	Central	5291	42	9/15/2016	Standard Class	Chairs
December 2016	Furniture	United States	Texas	$39.96	Corpus Christi	MD-17860	Michael Dominguez	1	12/2/2016	US-117744-2016_12_02	78415	FUR-FU-10002759	12-1/2 Diameter Round Wall Clock	$12	5	4	Central	2790	42	12/6/2016	Standard Class	Furnishings
December 2016	Furniture	United States	Texas	$58.36	Corpus Christi	MD-17860	Michael Dominguez	1	12/2/2016	US-117744-2016_12_02	78415	FUR-FU-10001588	Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black	$18	5	4	Central	2788	42	12/6/2016	Standard Class	Furnishings
July 2016	Furniture	United States	Texas	$16.74	Dallas	KM-16375	Katherine Murray	1	7/20/2016	CA-143903-2016_07_20	75217	FUR-FU-10003724	Westinghouse Clip-On Gooseneck Lamps	$5	5	4	Central	3077	42	7/24/2016	Standard Class	Furnishings
December 2016	Furniture	United States	Illinois	$214.95	Chicago	BK-11260	Berenike Kampe	1	12/6/2016	US-140452-2016_12_06	60610	FUR-TA-10004086	KI Adjustable-Height Table	$64	5	4	Central	5095	12	12/10/2016	Standard Class	Tables
September 2016	Furniture	United States	Oklahoma	$429.90	Tulsa	RB-19465	Rick Bensley	1	9/7/2016	CA-117765-2016_09_07	74133	FUR-TA-10001039	KI Adjustable-Height Table	$129	5	4	Central	5979	35	9/13/2016	Standard Class	Tables
November 2016	Furniture	United States	Texas	$1,218.73	Arlington	MC-17590	Matt Collister	1	11/25/2016	CA-127446-2016_11_25	76017	FUR-TA-10000577	Bretford CR4500 Series Slim Rectangular Table	$366	5	4	Central	2610	42	11/30/2016	Standard Class	Tables
March 2016	Furniture	United States	Illinois	$634.12	Elmhurst	VF-21715	Vicky Freymann	1	3/1/2016	CA-113880-2016_03_01	60126	FUR-CH-10000863	Novimex Swivel Fabric Task Chair	$190	6	6	Central	6548	12	3/5/2016	Standard Class	Chairs
March 2016	Furniture	United States	Texas	$362.25	El Paso	SC-20380	Shahid Collister	1	3/1/2016	CA-131009-2016_03_01	79907	FUR-CH-10001270	Harbour Creations Steel Folding Chair	$109	6	6	Central	7949	42	3/5/2016	Standard Class	Chairs
September 2016	Furniture	United States	Texas	$340.12	Odessa	BC-11125	Becky Castell	1	9/13/2016	CA-113859-2016_09_13	79762	FUR-CH-10004698	Padded Folding Chairs, Black, 4/Carton	$102	6	6	Central	5278	42	9/17/2016	Standard Class	Chairs
December 2016	Furniture	United States	Illinois	$32.95	Skokie	Co-12640	Corey-Lock	1	12/27/2016	CA-162866-2016_12_27	60076	FUR-FU-10001473	DAX Wood Document Frame	$10	6	6	Central	2967	12	12/31/2016	Standard Class	Furnishings
August 2016	Furniture	United States	Michigan	$53.88	Trenton	MA-17560	Matt Abelman	1	8/8/2016	CA-124478-2016_08_08	48183	FUR-FU-10002088	Nu-Dell Float Frame 11 x 14 1/2	$16	6	6	Central	5072	21	8/12/2016	Standard Class	Furnishings
March 2016	Furniture	United States	Texas	$63.55	El Paso	SC-20380	Shahid Collister	1	3/1/2016	CA-131009-2016_03_01	79907	FUR-FU-10001095	DAX Black Cherry Wood-Tone Poster Frame	$19	6	6	Central	7950	42	3/5/2016	Standard Class	Furnishings
June 2016	Furniture	United States	Indiana	$647.84	Mishawaka	SC-20575	Sonia Cooley	1	6/16/2016	CA-136644-2016_06_16	46544	FUR-CH-10000225	Global Geo Office Task Chair, Gray	$194	8	8	Central	2496	13	6/22/2016	Standard Class	Chairs
May 2016	Furniture	United States	Texas	$1,212.96	Huntsville	VW-21775	Victoria Wilson	1	5/11/2016	CA-152100-2016_05_11	77340	FUR-CH-10000015	Hon Multipurpose Stacking Arm Chairs	$364	8	8	Central	9429	42	5/16/2016	Standard Class	Chairs
June 2016	Furniture	United States	Pennsylvania	$3.98	Philadelphia	NW-18400	Natalie Webber	1	6/21/2016	CA-138317-2016_06_21	19120	FUR-FU-10000550	Stacking Trays by OIC	$1	1	0	East	2998	37	6/25/2016	Standard Class	Furnishings
September 2016	Furniture	United States	Pennsylvania	$21.18	Philadelphia	CM-12715	Craig Molinari	1	9/26/2016	CA-144974-2016_09_26	19140	FUR-FU-10001095	DAX Black Cherry Wood-Tone Poster Frame	$6	1	0	East	8051	37	9/30/2016	Standard Class	Furnishings
July 2016	Furniture	United States	Connecticut	$70.56	Bristol	CA-12310	Christine Abelman	1	7/19/2016	US-150434-2016_07_19	06010	FUR-TA-10004152	"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf"	$21	1	0	East	3355	6	7/24/2016	Standard Class	Tables
December 2016	Furniture	United States	Ohio	$136.53	Marion	SS-20875	Sung Shariari	1	12/14/2016	US-123519-2016_12_14	43302	FUR-TA-10002645	Hon Rectangular Conference Tables	$41	1	0	East	5704	34	12/21/2016	Standard Class	Tables
March 2016	Furniture	United States	Ohio	$330.59	Springfield	MP-18175	Mike Pelletier	1	3/28/2016	US-117380-2016_03_28	45503	FUR-TA-10000198	Chromcraft Bull-Nose Wood Oval Conference Tables & Bases	$99	1	0	East	9900	34	4/3/2016	Standard Class	Tables
April 2016	Furniture	United States	Ohio	$172.11	Toledo	JS-15880	John Stevenson	1	4/8/2016	CA-121769-2016_04_08	43615	FUR-TA-10004442	Riverside Furniture Stanwyck Manor Table Series	$52	1	0	East	7410	34	4/12/2016	Standard Class	Tables
September 2016	Furniture	United States	Pennsylvania	$67.18	Philadelphia	SM-20950	Suzanne McNair	1	9/29/2016	CA-122931-2016_09_29	19134	FUR-TA-10004147	Hon 4060 Series Tables	$20	1	0	East	4057	37	10/3/2016	Standard Class	Tables
June 2016	Furniture	United States	New York	$353.57	New York City	BT-11440	Bobby Trafton	1	6/4/2016	CA-151946-2016_06_04	10035	FUR-BO-10003272	O'Sullivan Living Dimensions 5-Shelf Bookcases	$106	2	2	East	8610	31	6/9/2016	Standard Class	Bookcases
December 2016	Furniture	United States	Rhode Island	$341.96	Providence	KM-16375	Katherine Murray	1	12/31/2016	CA-133592-2016_12_31	02908	FUR-BO-10000362	Sauder Inglewood Library Bookcases	$103	2	2	East	7681	38	1/7/2017	Standard Class	Bookcases
September 2016	Furniture	United States	New York	$172.76	New York City	PP-18955	Paul Prost	1	9/8/2016	CA-146815-2016_09_08	10009	FUR-CH-10004289	Global Super Steno Chair	$52	2	2	East	8707	31	9/13/2016	Standard Class	Chairs
November 2016	Furniture	United States	New York	$69.26	New York City	RM-19675	Robert Marley	1	11/14/2016	CA-166989-2016_11_14	10011	FUR-CH-10001797	Safco Chair Connectors, 6/Carton	$21	2	2	East	4282	31	11/18/2016	Standard Class	Chairs
April 2016	Furniture	United States	Ohio	$281.37	Columbus	LB-16795	Laurel Beltran	1	4/23/2016	US-150119-2016_04_23	43229	FUR-CH-10002965	Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black	$84	2	2	East	3406	34	4/27/2016	Standard Class	Chairs
April 2016	Furniture	United States	Ohio	$281.37	Columbus	LB-16795	Laurel Beltran	1	4/23/2016	US-150119-2016_04_23	43229	FUR-CH-10002965	Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black	$84	2	2	East	3407	34	4/27/2016	Standard Class	Chairs
July 2016	Furniture	United States	Pennsylvania	$172.19	Philadelphia	JL-15835	John Lee	1	7/7/2016	US-138758-2016_07_07	19120	FUR-CH-10002880	Global High-Back Leather Tilter, Burgundy	$52	2	2	East	4398	37	7/11/2016	Standard Class	Chairs
September 2016	Furniture	United States	New York	$14.56	New York City	AA-10315	Alex Avila	1	9/15/2016	CA-138100-2016_09_15	10011	FUR-FU-10002456	Master Caster Door Stop, Large Neon Orange	$4	2	2	East	7470	31	9/20/2016	Standard Class	Furnishings
June 2016	Furniture	United States	New York	$13.96	New York City	BT-11440	Bobby Trafton	1	6/4/2016	CA-151946-2016_06_04	10035	FUR-FU-10002191	G.E. Halogen Desk Lamp Bulbs	$4	2	2	East	8611	31	6/9/2016	Standard Class	Furnishings
June 2016	Furniture	United States	New York	$56.96	New York City	BT-11440	Bobby Trafton	1	6/4/2016	CA-151946-2016_06_04	10035	FUR-FU-10002878	"Seth Thomas 14"" Day/Date Wall Clock"	$17	2	2	East	8608	31	6/9/2016	Standard Class	Furnishings
July 2016	Furniture	United States	Pennsylvania	$69.01	Philadelphia	JL-15835	John Lee	1	7/7/2016	US-138758-2016_07_07	19120	FUR-FU-10003039	"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock"	$21	2	2	East	4399	37	7/11/2016	Standard Class	Furnishings
September 2016	Furniture	United States	Pennsylvania	$42.37	Philadelphia	SB-20290	Sean Braxton	1	9/7/2016	CA-122882-2016_09_07	19134	FUR-FU-10000758	DAX Natural Wood-Tone Poster Frame	$13	2	2	East	1681	37	9/13/2016	Standard Class	Furnishings
July 2016	Furniture	United States	Pennsylvania	$31.98	Philadelphia	ST-20530	Shui Tom	1	7/14/2016	CA-164182-2016_07_14	19140	FUR-FU-10001057	Tensor Track Tree Floor Lamp	$10	2	2	East	6934	37	7/18/2016	Standard Class	Furnishings
November 2016	Furniture	United States	Pennsylvania	$273.57	Philadelphia	MD-17350	Maribeth Dona	1	11/5/2016	CA-114251-2016_11_05	19143	FUR-FU-10001468	Tenex Antistatic Computer Chair Mats	$82	2	2	East	9711	37	11/10/2016	Standard Class	Furnishings
May 2016	Furniture	United States	Massachusetts	$194.25	Lawrence	CT-11995	Carol Triggs	1	5/7/2016	CA-166086-2016_05_07	01841	FUR-TA-10003469	Balt Split Level Computer Training Table	$58	2	2	East	6564	20	5/12/2016	Standard Class	Tables
December 2016	Furniture	United States	New York	$53.32	New York City	TH-21235	Tiffany House	1	12/23/2016	CA-114517-2016_12_23	10024	FUR-TA-10001676	Hon 61000 Series Interactive Training Tables	$16	2	2	East	3980	31	12/27/2016	Standard Class	Tables
September 2016	Furniture	United States	Pennsylvania	$409.27	Philadelphia	SM-20950	Suzanne McNair	1	9/29/2016	CA-122931-2016_09_29	19134	FUR-TA-10004175	"Hon 30"" x 60"" Table with Locking Drawer"	$123	2	2	East	4053	37	10/3/2016	Standard Class	Tables
